Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerStartAge,CompanyCareerRatio,CurrentRoleCompanyRatio,ManagerCompanyRatio,PromotionLagCompanyRatio,SatisfactionAverage,LogMonthlyIncome,IncomePerJobLevel,OverTimeJobInvolvement
26,0,Travel_Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,No,17,3,2,1,8,3,3,8,7,7,7,18,1.0,0.875,0.875,0.875,2.6666666666666665,8.574895901544526,2648.0,0
42,0,Travel_Rarely,1332,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,No,23,4,2,0,14,6,3,1,0,0,0,28,0.07142857142857142,0.0,0.0,0.0,2.3333333333333335,8.822027322685583,3390.5,0
21,1,Travel_Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Yes,11,3,3,0,3,3,3,3,2,1,2,18,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,7.684783943522785,2174.0,2
36,0,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,29,0.14285714285714285,0.0,0.0,0.0,3.3333333333333335,8.802973456578423,3326.5,0
36,0,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,No,11,3,1,1,16,2,3,13,9,1,12,20,0.8125,0.6923076923076923,0.9230769230769231,0.07692307692307693,2.0,9.179881164491475,3233.0,0
57,0,Travel_Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,No,11,3,3,0,15,2,3,3,2,1,2,42,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.3333333333333335,8.81818627792769,3377.5,0
40,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Yes,13,3,3,1,10,3,3,7,7,1,7,30,0.7,1.0,1.0,0.14285714285714285,3.3333333333333335,7.7025561132685825,2213.0,4
21,0,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,No,24,4,3,0,3,3,2,3,2,2,2,18,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,7.8674885686991285,2610.0,0
33,1,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Yes,13,3,2,0,1,2,3,1,0,0,0,32,1.0,0.0,0.0,0.0,3.0,7.955775781534187,2851.0,3
37,0,Travel_Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,No,20,4,2,1,17,3,3,5,4,0,3,20,0.29411764705882354,0.8,0.6,0.0,2.0,8.146998697389993,3452.0,0
46,0,Non-Travel,1144,Research & Development,7,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,No,14,3,3,0,7,2,4,1,0,0,0,39,0.14285714285714285,0.0,0.0,0.0,3.0,8.567696173589344,2629.0,0
41,1,Travel_Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7,33,1.0,0.875,0.875,0.875,2.0,9.143773127704069,4677.5,0
50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,No,15,3,4,0,20,2,3,4,3,1,3,30,0.2,0.75,0.75,0.25,4.0,9.258844781035798,3498.6666666666665,0
40,1,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0,32,0.75,0.6666666666666666,0.0,0.16666666666666666,2.3333333333333335,8.761080103868347,3190.0,2
31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2,28,0.6666666666666666,1.0,1.0,1.0,3.0,7.885329239273191,2657.0,2
21,1,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,No,15,3,4,0,1,0,3,1,0,0,0,20,1.0,0.0,0.0,0.0,3.0,7.907283609426348,2716.0,0
29,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,No,16,3,4,0,6,4,3,3,2,1,2,23,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,4.0,7.697121317282625,2201.0,0
35,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,No,19,3,3,0,10,5,3,1,1,0,0,25,0.1,1.0,0.0,0.0,2.6666666666666665,8.785845337961213,3270.0,0
27,0,Travel_Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,No,11,3,2,1,5,2,3,5,2,0,4,22,1.0,0.4,0.8,0.0,2.6666666666666665,8.247220052745229,3816.0,0
28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,No,16,3,4,0,7,1,3,7,5,0,7,21,1.0,0.7142857142857143,1.0,0.0,3.3333333333333335,8.566744970245486,2626.5,0
49,0,Travel_Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0,23,0.19230769230769232,0.4,0.0,0.0,2.6666666666666665,9.302554855963994,3655.0,0
51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,No,11,3,3,1,18,2,2,7,7,0,7,33,0.3888888888888889,1.0,1.0,0.0,3.3333333333333335,8.504513138258863,2468.0,0
36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,30,0.3333333333333333,1.0,1.0,1.0,3.0,7.841492924460013,2543.0,0
34,1,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,25,0.5555555555555556,0.4,0.8,0.0,2.3333333333333335,8.576405051048084,2652.0,4
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Yes,13,3,3,0,30,2,3,5,4,1,2,25,0.16666666666666666,0.8,0.4,0.2,3.3333333333333335,9.720765915720834,4164.75,3
24,0,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Yes,12,3,4,1,5,2,4,5,2,0,3,19,1.0,0.4,0.6,0.0,3.6666666666666665,8.357259153499912,2130.0,3
30,0,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,No,18,3,1,1,1,3,3,1,0,0,0,29,1.0,0.0,0.0,0.0,2.0,7.814803429489359,2476.0,0
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,No,22,4,3,0,7,2,3,6,4,0,4,19,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,8.04012466444838,3102.0,0
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2,20,1.0,0.5,1.0,0.5,2.3333333333333335,7.716460800176355,2244.0,0
36,0,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,No,13,3,2,2,10,2,3,10,9,9,0,26,1.0,0.9,0.0,0.9,2.3333333333333335,8.935508711503221,2532.0,0
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0,27,0.3333333333333333,0.0,0.0,0.0,3.3333333333333335,7.734558844354756,2285.0,3
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,12,3,3,1,18,2,2,18,7,12,17,19,1.0,0.3888888888888889,0.9444444444444444,0.6666666666666666,2.6666666666666665,8.017966703493599,3034.0,0
40,0,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,No,12,3,3,2,8,5,3,5,4,1,3,32,0.625,0.8,0.6,0.2,3.0,8.651024539049757,2857.5,0
42,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,No,16,3,2,1,8,5,3,5,2,1,2,34,0.625,0.4,0.4,0.2,1.6666666666666667,7.854381210652365,2576.0,0
37,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,12,3,4,0,18,2,2,1,0,0,1,19,0.05555555555555555,0.0,1.0,0.0,3.0,8.342363500380579,2098.5,3
43,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,No,11,3,3,1,25,3,3,25,10,3,9,18,1.0,0.4,0.36,0.12,2.0,9.570598887246268,3584.0,0
40,0,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,No,22,4,2,1,20,3,3,1,0,0,0,20,0.05,0.0,0.0,0.0,2.3333333333333335,8.145839612936841,1724.0,0
54,0,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,No,11,3,3,1,24,4,2,4,2,1,2,30,0.16666666666666666,0.5,0.5,0.25,1.6666666666666667,9.873389104712095,3881.2,0
34,0,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2,28,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,8.785539527561276,3269.0,0
31,0,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,No,12,3,2,1,13,5,1,13,10,3,12,18,1.0,0.7692307692307693,0.9230769230769231,0.23076923076923078,1.6666666666666667,8.36799688505411,2153.0,0
43,0,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2,35,0.375,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.0,7.7226775164680035,2258.0,0
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2,35,0.625,0.4,0.4,0.0,3.3333333333333335,8.416930769477844,2261.0,3
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Yes,11,3,2,0,5,3,3,5,4,1,3,20,1.0,0.8,0.6,0.2,2.6666666666666665,8.409162447202533,2243.5,2
37,0,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Yes,15,3,1,2,15,2,3,13,11,10,7,22,0.8666666666666667,0.8461538461538461,0.5384615384615384,0.7692307692307693,2.0,8.400659375160286,2224.5,3
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,No,12,3,3,1,4,3,3,4,2,3,2,27,1.0,0.5,0.5,0.75,2.6666666666666665,7.704811922932594,2218.0,0
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Yes,14,3,3,1,21,3,3,21,8,1,6,18,1.0,0.38095238095238093,0.2857142857142857,0.047619047619047616,2.6666666666666665,9.862561385923483,3839.4,3
56,0,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,No,11,3,4,3,36,0,2,7,7,7,7,20,0.19444444444444445,1.0,1.0,1.0,2.6666666666666665,9.488956472414216,3303.0,0
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,24,0.8333333333333334,0.8,0.8,0.8,2.3333333333333335,8.791486026749002,3288.5,0
41,0,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,No,16,3,3,1,10,2,3,10,7,0,7,31,1.0,0.7,0.7,0.0,2.0,9.035153304082828,2797.3333333333335,0
28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,No,12,3,4,1,10,2,3,10,0,1,8,18,1.0,0.0,0.8,0.1,2.6666666666666665,8.424858580213442,2279.0,0
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,9396,5,No,13,3,3,1,6,5,3,2,2,0,2,19,0.3333333333333333,1.0,1.0,0.0,1.6666666666666667,8.302017809751204,4031.0,0
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,19609,2,Yes,14,3,3,0,28,4,3,5,4,0,4,24,0.17857142857142858,0.8,0.8,0.0,3.3333333333333335,8.98343977178426,2656.3333333333335,2
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,No,21,4,4,2,8,3,2,2,2,0,2,37,0.25,1.0,1.0,0.0,3.0,7.884199933676039,2654.0,0
52,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555,10310,2,No,13,3,4,0,31,2,1,5,2,1,4,21,0.16129032258064516,0.4,0.8,0.2,4.0,9.714503852868623,4138.75,0
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,23,0.2631578947368421,0.8,0.4,0.0,2.0,8.424419791263883,2278.0,0
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,24793,2,No,20,4,3,0,11,2,3,5,4,0,2,19,0.45454545454545453,0.8,0.4,0.0,3.3333333333333335,8.714731714015052,3045.5,0
60,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,19566,3854,5,No,11,3,4,0,33,5,1,29,8,11,10,27,0.8787878787878788,0.27586206896551724,0.3448275862068966,0.3793103448275862,2.0,9.881599752778099,3913.2,0
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8,27,0.5263157894736842,0.7,0.8,0.0,3.0,8.478660241699453,2405.0,0
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,4386,0,No,11,3,4,3,7,4,4,6,5,0,4,35,0.8571428571428571,0.8333333333333334,0.6666666666666666,0.0,4.0,8.41715183723601,2261.5,0
24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,18,0.8333333333333334,0.6,0.8,0.2,1.6666666666666667,8.071843149609158,3202.0,3
34,1,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,No,16,3,4,1,3,3,2,2,2,1,0,31,0.6666666666666666,1.0,0.0,0.5,3.6666666666666665,7.763021309018518,2351.0,0
38,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,23,4,3,1,1,3,3,1,0,0,0,37,1.0,0.0,0.0,0.0,3.6666666666666665,7.440146680662688,1702.0,3
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,18041,13022,0,No,14,3,4,0,21,2,3,20,15,1,12,19,0.9523809523809523,0.75,0.6,0.05,3.3333333333333335,9.800457652216584,3608.2,0
26,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,3032,1,No,22,4,2,2,3,3,1,3,2,0,2,23,1.0,0.6666666666666666,0.6666666666666666,0.0,2.3333333333333335,7.967973179662935,2886.0,0
30,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4,21,0.5555555555555556,0.6,0.8,0.2,3.3333333333333335,7.6487397889562425,2097.0,0
29,0,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,19,1.0,0.2,0.7,0.0,2.6666666666666665,9.387314322443542,3978.3333333333335,0
29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,No,16,3,2,0,6,2,4,2,2,1,1,23,0.3333333333333333,1.0,0.5,0.5,2.3333333333333335,7.842671474979457,2546.0,0
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,No,12,3,3,0,1,3,4,1,0,0,0,18,1.0,0.0,0.0,0.0,2.6666666666666665,7.84971375760487,2564.0,0
30,0,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412,2890,0,No,11,3,3,0,10,3,3,9,8,7,8,20,0.9,0.8888888888888888,0.8888888888888888,0.7777777777777778,2.3333333333333335,9.037533407550814,2804.0,0
57,0,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,No,12,3,3,1,32,3,2,1,0,0,0,25,0.03125,0.0,0.0,0.0,2.6666666666666665,9.555276687009526,3529.5,0
50,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,17046,9314,0,No,15,3,2,1,28,2,3,27,10,15,7,22,0.9642857142857143,0.37037037037037035,0.25925925925925924,0.5555555555555556,2.3333333333333335,9.743729514150925,4261.5,0
30,0,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,7181,0,No,14,3,3,0,12,2,2,11,7,6,7,18,0.9166666666666666,0.6363636363636364,0.6363636363636364,0.5454545454545454,3.3333333333333335,7.84971375760487,2564.0,0
60,0,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,10266,2845,4,No,19,3,4,0,22,5,4,18,13,13,11,38,0.8181818181818182,0.7222222222222222,0.6111111111111112,0.7222222222222222,2.6666666666666665,9.236690147298965,3422.0,0
47,0,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,No,13,3,3,3,20,2,3,5,0,0,4,27,0.25,0.0,0.8,0.0,2.6666666666666665,8.531293315795018,2535.0,0
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,20,0.11538461538461539,0.6666666666666666,0.3333333333333333,0.0,2.3333333333333335,9.790430830243832,4465.25,0
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,29,0.8333333333333334,0.8,0.6,0.8,3.3333333333333335,8.350193650720067,4230.0,0
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,35,0.05263157894736842,0.0,0.0,0.0,3.0,8.237743803890933,1890.0,0
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,20,0.5,0.42857142857142855,1.0,0.7142857142857143,3.3333333333333335,7.926241523170962,2768.0,0
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,31,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.3333333333333335,9.112948025967533,3023.6666666666665,2
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,18,1.0,0.6153846153846154,0.6153846153846154,0.0,3.0,9.273221270015384,3549.3333333333335,0
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,18,0.4666666666666667,0.8571428571428571,1.0,1.0,3.0,9.518633568332074,4536.666666666667,3
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,25,0.5,0.75,0.75,0.25,2.0,8.134174272137903,3408.0,0
30,0,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,26,0.75,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,8.001019961323651,2983.0,0
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,25,0.8,0.875,0.0,0.0,3.3333333333333335,8.94023623179847,2544.0,3
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,19,0.08333333333333333,0.0,0.0,0.0,1.6666666666666667,9.192685436737461,3274.6666666666665,0
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,23,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.0,2.0,9.205428327615163,3316.6666666666665,3
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,34,0.25,1.0,0.0,1.0,3.0,7.646831391430482,2093.0,0
36,0,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,26,1.0,0.3,0.7,0.9,3.3333333333333335,9.208438564686587,3326.6666666666665,0
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,18,0.5,1.0,1.0,0.5,3.0,8.267448958304849,3894.0,0
48,0,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,34,0.6428571428571429,0.7777777777777778,0.7777777777777778,0.6666666666666666,2.3333333333333335,8.306965865368573,2025.5,0
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,18,0.2702702702702703,0.9,0.7,0.7,2.3333333333333335,9.731274729890462,4208.75,0
41,0,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,25,0.875,0.21428571428571427,0.7142857142857143,0.07142857142857142,4.0,8.737292112544221,3115.0,0
35,0,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,20,0.7333333333333333,0.8181818181818182,0.8181818181818182,0.5454545454545454,2.6666666666666665,8.45914025996762,2358.5,0
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,18,0.9090909090909091,0.3,0.65,0.25,2.6666666666666665,9.490846760678869,3309.25,0
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,31,1.0,0.375,0.875,0.0,2.3333333333333335,8.231109840328154,3755.0,0
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,21,0.6,0.8333333333333334,0.8333333333333334,0.0,3.0,8.792245847467877,3291.0,3
42,0,Travel_Rarely,319,Research & Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,32,1.0,0.9,0.8,0.5,3.0,8.91018077801329,2468.6666666666665,3
45,0,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,36,0.8888888888888888,0.875,0.875,0.375,2.6666666666666665,8.477620416296414,2402.5,0
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,18,0.875,1.0,0.0,0.14285714285714285,2.3333333333333335,7.91644286012226,2741.0,3
29,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,21,0.375,0.6666666666666666,0.6666666666666666,0.3333333333333333,3.3333333333333335,8.35772841676521,2131.0,0
